,N,P,K,temperature,humidity,ph,rainfall,soil_type,label
15187,117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,1,cotton
15188,126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,1,cotton
15189,120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,1,cotton
15190,102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,1,cotton
15191,131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,1,cotton
15192,114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,1,cotton
15193,101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,1,cotton
15194,106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,1,cotton
15195,113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,1,cotton
15196,102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,1,cotton
15197,110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,1,cotton
15198,107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,1,cotton
15199,120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,1,cotton
15200,89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,2,jute
15201,60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,2,jute
15202,63,41,45,25.29781791,86.8870535,7.121933579,196.6249511,2,jute
15203,86,40,39,25.72100868,88.16513579,6.207459637,175.6086697,2,jute
15204,96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,2,jute
15205,100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,2,jute
15206,63,37,43,23.41798979,85.08640476,6.661957897,185.7446728,2,jute
15207,70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,2,jute
15208,67,55,44,26.284017,75.14640198,7.251847296,182.2685447,2,jute
15209,74,40,40,25.13842773,83.12053888,6.386259978,169.3388465,2,jute
15210,89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,2,jute
15211,74,46,45,25.75734909,88.36668522,6.025028997,189.4263485,2,jute
15212,89,41,38,23.12844351,74.68322732,6.344751947,199.8362913,2,jute
15213,60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,2,jute
15214,67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,2,jute
15215,70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,2,jute
15216,74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,2,jute
15217,90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,2,jute
15218,82,35,44,26.96656378,78.21047693,6.239011,169.8391177,2,jute
15219,73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,2,jute
15220,85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,2,jute
15221,81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,2,jute
15222,84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,2,jute
15223,80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,2,jute
15224,76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,2,jute
15225,76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,2,jute
15226,81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,2,jute
15227,76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,2,jute
15228,69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,2,jute
15229,82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,2,jute
15230,69,57,35,24.30748599,78.54340987,6.186814392,186.2337571,2,jute
15231,81,36,38,23.76554749,87.98329901,6.334837865,150.3166152,2,jute
15232,67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,2,jute
15233,72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,2,jute
15234,65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,2,jute
15235,78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,2,jute
15236,77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,2,jute
15237,89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,2,jute
15238,62,49,37,24.21744605,82.85284045,7.479248124,166.1365886,2,jute
15239,90,48,45,24.06475727,71.31342851,6.509174789,153.6390212,2,jute
15240,66,47,36,24.85441411,74.4407048,6.57256106,175.572958,2,jute
15241,80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,2,jute
15242,89,52,45,24.89326318,77.01222585,7.207457208,196.469984,2,jute
15243,77,51,44,23.25583402,82.7015932,7.124333547,166.2160846,2,jute
15244,94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,2,jute
15245,75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,2,jute
15246,60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,2,jute
15247,62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,2,jute
15248,84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,2,jute
15249,100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,2,jute
15250,75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,2,jute
15251,78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,2,jute
15252,82,48,36,25.79351957,81.76904006,6.352076783,193.2418382,2,jute
15253,100,58,41,23.17403323,87.88255345,6.658769991,160.6217342,2,jute
15254,88,50,40,25.63215038,79.95150917,7.051822472,182.2582277,2,jute
15255,67,41,40,25.848795,87.81661683,7.333143205,152.6194403,2,jute
15256,72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,2,jute
15257,89,40,43,26.24532085,72.97198375,7.124050134,189.9711184,2,jute
15258,89,57,43,26.91515043,73.19897535,6.998787171,177.2233048,2,jute
15259,61,41,44,24.36972377,82.11319791,6.537914958,159.9210934,2,jute
15260,79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,2,jute
15261,84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,2,jute
15262,98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,2,jute
15263,75,36,44,23.28081,74.27607475,6.613341343,153.7447398,2,jute
15264,89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,2,jute
15265,91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,2,jute
15266,77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,2,jute
15267,66,58,35,23.5643831,79.46283115,7.321619041,185.25947,2,jute
15268,62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,2,jute
15269,82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,2,jute
15270,61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,2,jute
15271,99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,2,jute
15272,70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,2,jute
15273,90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,2,jute
15274,73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,2,jute
15275,67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,2,jute
15276,84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,2,jute
15277,72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,2,jute
15278,71,56,37,23.18866654,86.20899734,6.491506245,176.103677,2,jute
15279,64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,2,jute
15280,65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,2,jute
15281,60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,2,jute
15282,86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,2,jute
15283,90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,2,jute
15284,91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,2,jute
15285,87,48,38,23.81579631,80.94023552,7.161865733,190.312216,2,jute
15286,72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,2,jute
15287,71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,2,jute
15288,82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,2,jute
15289,71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,2,jute
15290,80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,2,jute
15291,77,55,43,25.49941707,75.99987588,6.663559451,193.7141828,2,jute
15292,95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,2,jute
15293,63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,2,jute
15294,93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,2,jute
15295,87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,2,jute
15296,88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,2,jute
15297,90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,2,jute
15298,90,39,43,24.44743944,82.286484,6.7693455,190.9684885,2,jute
15299,84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,2,jute
15300,91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,2,coffee
15301,107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,2,coffee
15302,83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,2,coffee
15303,108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,2,coffee
15304,116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,2,coffee
15305,116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,2,coffee
15306,109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,2,coffee
15307,89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,2,coffee
15308,118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,2,coffee
15309,111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,2,coffee
15310,84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,2,coffee
15311,85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,2,coffee
15312,99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,2,coffee
15313,81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,2,coffee
15314,95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,2,coffee
15315,81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,2,coffee
15316,80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,2,coffee
15317,104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,2,coffee
15318,109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,2,coffee
15319,100,32,26,25.234661,57.53161469,6.043485685,124.2261737,2,coffee
15320,100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,2,coffee
15321,83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,2,coffee
15322,120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,2,coffee
15323,104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,2,coffee
15324,108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,2,coffee
15325,91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,2,coffee
15326,86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,2,coffee
15327,98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,2,coffee
15328,111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,2,coffee
15329,84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,2,coffee
15330,98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,2,coffee
15331,118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,2,coffee
15332,103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,2,coffee
15333,82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,2,coffee
15334,86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,2,coffee
15335,88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,2,coffee
15336,84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,2,coffee
15337,120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,2,coffee
15338,106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,2,coffee
15339,113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,2,coffee
15340,117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,2,coffee
15341,80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,2,coffee
15342,88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,2,coffee
15343,113,33,34,26.00373964,62.1445102,6.559817161,153.477776,2,coffee
15344,87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,2,coffee
15345,113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,2,coffee
15346,98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,2,coffee
15347,97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,2,coffee
15348,85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,2,coffee
15349,82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,2,coffee
15350,103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,2,coffee
15351,112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,2,coffee
15352,99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,2,coffee
15353,120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,2,coffee
15354,114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,2,coffee
15355,100,40,35,27.56441788,54.41094079,6.955787351,177.816092,2,coffee
15356,108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,2,coffee
15357,115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,2,coffee
15358,87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,2,coffee
15359,82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,2,coffee
15360,94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,2,coffee
15361,87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,2,coffee
15362,118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,2,coffee
15363,87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,2,coffee
15364,92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,2,coffee
15365,97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,2,coffee
15366,99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,2,coffee
15367,89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,2,coffee
15368,112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,2,coffee
15369,111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,2,coffee
15370,114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,2,coffee
15371,117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,2,coffee
15372,111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,2,coffee
15373,119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,2,coffee
15374,116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,2,coffee
15375,95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,2,coffee
15376,86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,2,coffee
15377,117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,2,coffee
15378,105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,2,coffee
15379,109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,2,coffee
15380,80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,2,coffee
15381,101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,2,coffee
15382,103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,2,coffee
15383,93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,2,coffee
15384,104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,2,coffee
15385,116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,2,coffee
15386,107,38,29,26.65069302,57.56695719,6.35118177,145.105065,2,coffee
15387,101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,2,coffee
15388,107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,2,coffee
15389,99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,2,coffee
15390,103,40,30,27.30901814,55.196224,6.348316257,141.4831644,2,coffee
15391,118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,2,coffee
15392,106,21,35,25.627355,57.04151119,7.428523634,188.5506536,2,coffee
15393,116,38,34,23.29250318,50.04557009,6.020947179,183.468585,2,coffee
15394,97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,2,coffee
15395,107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,2,coffee
15396,99,15,27,27.41711238,56.63636248,6.086922359,127.92461,2,coffee
15397,118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,2,coffee
15398,117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,2,coffee
15399,104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,2,coffee
15400,90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,3,rice
15401,85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,3,rice
15402,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,3,rice
15403,74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,3,rice
15404,78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,3,rice
15405,69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,3,rice
15406,69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,3,rice
15407,94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,3,rice
15408,89,54,38,24.51588066,83.5352163,6.685346424,230.4462359,3,rice
15409,68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,3,rice
15410,91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,3,rice
15411,90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,3,rice
15412,78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,3,rice
15413,93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,2,rice
15414,94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,3,rice
15415,60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,3,rice
15416,85,38,41,21.58711777,82.7883708,6.249050656,276.6552459,3,rice
15417,91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,3,rice
15418,77,38,36,21.8652524,80.1923008,5.953933276,224.5550169,3,rice
15419,88,35,40,23.57943626,83.58760316,5.85393208,291.2986618,3,rice
15420,89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,2,rice
15421,76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,3,rice
15422,67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,3,rice
15423,83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,3,rice
15424,98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,3,rice
15425,66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,3,rice
15426,97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,3,rice
15427,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,3,rice
15428,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,3,rice
15429,84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,2,rice
15430,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,3,rice
15431,92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,3,rice
15432,85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,3,rice
15433,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,3,rice
15434,88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,3,rice
15435,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,2,rice
15436,99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,3,rice
15437,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,3,rice
15438,60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,3,rice
15439,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,3,rice
15440,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,3,rice
15441,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,3,rice
15442,83,60,36,25.59704938,80.14509262,6.903985986,200.834898,3,rice
15443,82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,3,rice
15444,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,3,rice
15445,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,2,rice
15446,76,49,42,24.958779,84.47963372,5.206373153,196.9560008,2,rice
15447,74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,3,rice
15448,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,3,rice
15449,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,3,rice
15450,60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,3,rice
15451,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,3,rice
15452,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,2,rice
15453,65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,3,rice
15454,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,3,rice
15455,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,3,rice
15456,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,3,rice
15457,91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,3,rice
15458,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,2,rice
15459,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,3,rice
15460,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,3,rice
15461,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,3,rice
15462,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,3,rice
15463,70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,3,rice
15464,76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,3,rice
15465,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,2,rice
15466,99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,2,rice
15467,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,3,rice
15468,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,3,rice
15469,91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,3,rice
15470,61,52,41,24.97669518,83.891805,6.880431223,204.8001847,3,rice
15471,67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,3,rice
15472,79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,3,rice
15473,78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,2,rice
15474,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,3,rice
15475,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,3,rice
15476,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,3,rice
15477,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,2,rice
15478,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,2,rice
15479,81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,3,rice
15480,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,2,rice
15481,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,2,rice
15482,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,3,rice
15483,67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,2,rice
15484,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,3,rice
15485,66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,3,rice
15486,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,3,rice
15487,84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,2,rice
15488,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,3,rice
15489,91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,3,rice
15490,93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,3,rice
15491,90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,3,rice
15492,81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,3,rice
15493,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,3,rice
15494,60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,3,rice
15495,88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,2,rice
15496,93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,3,rice
15497,60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,3,rice
15498,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,2,rice
15499,65,37,40,23.35905428,83.59512273,5.333322606,188.413665,2,rice
15500,71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,1,maize
15501,61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,2,maize
15502,80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,1,maize
15503,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,1,maize
15504,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,1,maize
15505,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,2,maize
15506,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,2,maize
15507,89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,1,maize
15508,76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,1,maize
15509,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,2,maize
15510,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,1,maize
15511,90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,1,maize
15512,62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,1,maize
15513,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,1,maize
15514,66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,1,maize
15515,63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,1,maize
15516,70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,2,maize
15517,61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,1,maize
15518,66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,1,maize
15519,74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,1,maize
15520,77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,1,maize
15521,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,1,maize
15522,74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,1,maize
15523,83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,1,maize
15524,100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,1,maize
15525,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,1,maize
15526,94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,2,maize
15527,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,2,maize
15528,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,1,maize
15529,87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,2,maize
15530,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,1,maize
15531,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,1,maize
15532,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,1,maize
15533,64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,1,maize
15534,60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,1,maize
15535,98,44,21,25.77175115,74.089114,6.524478032,107.4931917,2,maize
15536,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,1,maize
15537,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,2,maize
15538,98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,1,maize
15539,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,1,maize
15540,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,1,maize
15541,60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,1,maize
15542,74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,1,maize
15543,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,2,maize
15544,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,2,maize
15545,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,1,maize
15546,61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,1,maize
15547,74,58,18,20.03728219,56.35606753,6.727303282,109.024141,2,maize
15548,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,1,maize
15549,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,1,maize
15550,99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,1,maize
15551,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,1,maize
